batch,epoch,train_accuracy,train_f1-score,train_loss,train_precision,train_recall
60.0,1.0,0.78125,0.7624602332979852,0.3482982,0.7666666666666666,0.8541666666666667
61.0,1.0,0.96875,0.9687194525904204,0.15653338,0.96875,0.9705882352941176
62.0,1.0,0.9375,0.9372549019607843,0.13705224,0.9375,0.9444444444444444
63.0,1.0,1.0,1.0,0.09411277,1.0,1.0
64.0,1.0,0.9375,0.9352226720647774,0.15047286,0.9285714285714286,0.95
65.0,1.0,0.96875,0.9687194525904204,0.11507591,0.96875,0.9705882352941176
66.0,1.0,1.0,1.0,0.041394945,1.0,1.0
67.0,1.0,0.96875,0.9687194525904204,0.13526726,0.9705882352941176,0.96875
68.0,1.0,0.9375,0.9365079365079365,0.18318827,0.9333333333333333,0.9473684210526316
69.0,1.0,0.9375,0.9375,0.13368733,0.9411764705882353,0.9411764705882353
70.0,1.0,0.96875,0.9684729064039409,0.14522584,0.9722222222222222,0.9666666666666667
71.0,1.0,1.0,1.0,0.07888596,1.0,1.0
72.0,1.0,0.9375,0.9375,0.1563187,0.9411764705882353,0.9411764705882353
73.0,1.0,0.90625,0.8981972428419935,0.2381305,0.8916666666666666,0.9069264069264069
74.0,1.0,0.96875,0.9671794871794872,0.1284526,0.9615384615384616,0.975
75.0,1.0,0.96875,0.9684729064039409,0.099270575,0.9666666666666667,0.9722222222222222
76.0,1.0,0.78125,0.7196495619524406,0.6182681,0.7083333333333334,0.8703703703703703
77.0,1.0,1.0,1.0,0.07558592,1.0,1.0
78.0,1.0,1.0,1.0,0.100008644,1.0,1.0
79.0,1.0,0.9375,0.9372549019607843,0.19361235,0.9375,0.9444444444444444
80.0,1.0,0.84375,0.8423645320197044,0.28316778,0.8411764705882353,0.8452380952380952
81.0,1.0,0.9375,0.9365079365079365,0.17044199,0.9333333333333333,0.9473684210526316
82.0,1.0,0.96875,0.9660657476139979,0.13098013,0.9583333333333333,0.9761904761904762
83.0,1.0,0.90625,0.9054187192118226,0.210597,0.90625,0.9210526315789473
84.0,1.0,0.9375,0.9307359307359306,0.16956921,0.9166666666666667,0.9545454545454546
85.0,1.0,1.0,1.0,0.06789767,1.0,1.0
86.0,1.0,1.0,1.0,0.088547796,1.0,1.0
87.0,1.0,1.0,1.0,0.06826216,1.0,1.0
88.0,1.0,1.0,1.0,0.10709253,1.0,1.0
89.0,1.0,0.96875,0.9687194525904204,0.17004755,0.9705882352941176,0.96875
90.0,1.0,0.9375,0.9365079365079365,0.1273641,0.9333333333333333,0.9473684210526316
91.0,1.0,0.9375,0.9372549019607843,0.14451593,0.9375,0.9444444444444444
92.0,1.0,1.0,1.0,0.10191184,1.0,1.0
93.0,1.0,0.90625,0.9015384615384615,0.22173034,0.8967611336032388,0.9083333333333333
94.0,1.0,0.9166666666666666,0.9142857142857144,0.18493514,0.9090909090909092,0.9333333333333333
95.0,2.0,1.0,1.0,0.084038645,1.0,1.0
96.0,2.0,0.96875,0.967967967967968,0.13803574,0.9642857142857143,0.9736842105263157
97.0,2.0,1.0,1.0,0.0678257,1.0,1.0
98.0,2.0,0.875,0.8666666666666667,0.21326911,0.8571428571428572,0.9090909090909092
99.0,2.0,1.0,1.0,0.09319349,1.0,1.0
100.0,2.0,0.96875,0.9687194525904204,0.13162161,0.9705882352941176,0.96875
101.0,2.0,0.90625,0.903903903903904,0.16495329,0.9007936507936507,0.9089068825910931
102.0,2.0,0.9375,0.9372549019607843,0.20439354,0.9375,0.9444444444444444
103.0,2.0,1.0,1.0,0.0762119,1.0,1.0
104.0,2.0,0.96875,0.9687194525904204,0.07404909,0.9705882352941176,0.96875
105.0,2.0,0.9375,0.9375,0.12225671,0.9375,0.9375
106.0,2.0,0.96875,0.9687194525904204,0.14362659,0.96875,0.9705882352941176
107.0,2.0,1.0,1.0,0.06351283,1.0,1.0
108.0,2.0,0.96875,0.967967967967968,0.07218108,0.9642857142857143,0.9736842105263157
109.0,2.0,0.9375,0.9365079365079365,0.10119889,0.9365079365079365,0.9365079365079365
110.0,2.0,1.0,1.0,0.07273818,1.0,1.0
111.0,2.0,0.9375,0.9372549019607843,0.20330806,0.9375,0.9444444444444444
112.0,2.0,1.0,1.0,0.09953848,1.0,1.0
113.0,2.0,0.9375,0.9352226720647774,0.14487247,0.9352226720647774,0.9352226720647774
114.0,2.0,0.90625,0.903903903903904,0.22274277,0.9007936507936507,0.9089068825910931
115.0,2.0,0.9375,0.9375,0.16078964,0.9375,0.9375
116.0,2.0,0.96875,0.9687194525904204,0.10843358,0.9705882352941176,0.96875
117.0,2.0,1.0,1.0,0.111841045,1.0,1.0
118.0,2.0,0.9375,0.9365079365079365,0.17863722,0.9473684210526316,0.9333333333333333
119.0,2.0,1.0,1.0,0.08838615,1.0,1.0
120.0,2.0,0.96875,0.9687194525904204,0.1626209,0.96875,0.9705882352941176
121.0,2.0,0.96875,0.9687194525904204,0.0978894,0.9705882352941176,0.96875
122.0,2.0,0.96875,0.967967967967968,0.13778058,0.9642857142857143,0.9736842105263157
123.0,2.0,0.96875,0.9660657476139979,0.11089399,0.9583333333333333,0.9761904761904762
124.0,2.0,0.96875,0.9687194525904204,0.06043344,0.96875,0.9705882352941176
125.0,2.0,0.90625,0.9054187192118226,0.22368897,0.9087301587301587,0.903921568627451
126.0,2.0,0.9375,0.9352226720647774,0.15605061,0.9352226720647774,0.9352226720647774
127.0,2.0,1.0,1.0,0.04506012,1.0,1.0
128.0,2.0,1.0,1.0,0.081292525,1.0,1.0
129.0,2.0,0.9375,0.9365079365079365,0.16188493,0.9365079365079365,0.9365079365079365
130.0,2.0,0.96875,0.9684729064039409,0.13289224,0.9722222222222222,0.9666666666666667
131.0,2.0,0.9375,0.9365079365079365,0.15967353,0.9333333333333333,0.9473684210526316
132.0,2.0,0.875,0.8749999999999999,0.33984846,0.8784313725490196,0.8784313725490196
133.0,2.0,1.0,1.0,0.06271634,1.0,1.0
134.0,2.0,0.96875,0.9684729064039409,0.095020235,0.9666666666666667,0.9722222222222222
135.0,2.0,0.9375,0.9352226720647774,0.14451624,0.9352226720647774,0.9352226720647774
136.0,2.0,0.96875,0.9687194525904204,0.0835998,0.96875,0.9705882352941176
137.0,2.0,0.9375,0.9352226720647774,0.110482424,0.9285714285714286,0.95
138.0,2.0,0.9375,0.9333333333333333,0.14810519,0.9333333333333333,0.9333333333333333
139.0,2.0,0.96875,0.9687194525904204,0.105144,0.96875,0.9705882352941176
140.0,2.0,0.96875,0.967967967967968,0.09895716,0.9642857142857143,0.9736842105263157
141.0,2.0,1.0,1.0,0.051133703,1.0,1.0
142.0,2.0,0.96875,0.9687194525904204,0.11264105,0.96875,0.9705882352941176
143.0,2.0,0.96875,0.9684729064039409,0.08346503,0.9666666666666667,0.9722222222222222
144.0,2.0,1.0,1.0,0.06209161,1.0,1.0
145.0,2.0,1.0,1.0,0.059288796,1.0,1.0
146.0,2.0,0.9375,0.9365079365079365,0.09505546,0.9473684210526316,0.9333333333333333
147.0,2.0,0.9375,0.9352226720647774,0.11977259,0.95,0.9285714285714286
148.0,2.0,0.9375,0.9365079365079365,0.15636317,0.9365079365079365,0.9365079365079365
149.0,2.0,1.0,1.0,0.064948566,1.0,1.0
150.0,2.0,0.90625,0.906158357771261,0.14554834,0.9166666666666667,0.9117647058823529
151.0,2.0,0.96875,0.9645625692137321,0.093536176,0.9545454545454546,0.9772727272727273
152.0,2.0,1.0,1.0,0.041270103,1.0,1.0
153.0,2.0,1.0,1.0,0.043023556,1.0,1.0
154.0,2.0,1.0,1.0,0.08000726,1.0,1.0
155.0,2.0,0.90625,0.9054187192118226,0.24693564,0.9087301587301587,0.903921568627451
156.0,2.0,0.96875,0.9684729064039409,0.093290575,0.9722222222222222,0.9666666666666667
157.0,2.0,0.96875,0.9684729064039409,0.17750014,0.9666666666666667,0.9722222222222222
158.0,2.0,0.96875,0.9687194525904204,0.087858684,0.9705882352941176,0.96875
159.0,2.0,0.96875,0.9687194525904204,0.12643252,0.96875,0.9705882352941176
160.0,2.0,1.0,1.0,0.0929226,1.0,1.0
161.0,2.0,1.0,1.0,0.073887065,1.0,1.0
162.0,2.0,0.875,0.8704453441295545,0.29469332,0.8666666666666667,0.9047619047619048
163.0,2.0,0.96875,0.967967967967968,0.12840463,0.9736842105263157,0.9642857142857143
164.0,2.0,1.0,1.0,0.082173176,1.0,1.0
165.0,2.0,1.0,1.0,0.06502975,1.0,1.0
166.0,2.0,1.0,1.0,0.06461022,1.0,1.0
167.0,2.0,0.875,0.8454106280193237,0.22231813,0.8272727272727273,0.875
168.0,2.0,0.9375,0.9375,0.20143291,0.9375,0.9375
169.0,2.0,1.0,1.0,0.08665259,1.0,1.0
170.0,2.0,0.90625,0.9054187192118226,0.15999646,0.90625,0.9210526315789473
171.0,2.0,0.9375,0.9372549019607843,0.15432861,0.9444444444444444,0.9375
172.0,2.0,0.90625,0.9015384615384615,0.31792352,0.8928571428571428,0.9285714285714286
173.0,2.0,0.84375,0.8358974358974359,0.32263684,0.8333333333333333,0.8863636363636364
174.0,2.0,0.96875,0.967967967967968,0.14181092,0.9642857142857143,0.9736842105263157
175.0,2.0,0.96875,0.967967967967968,0.091467574,0.9642857142857143,0.9736842105263157
176.0,2.0,0.96875,0.967967967967968,0.09519455,0.9642857142857143,0.9736842105263157
177.0,2.0,0.9375,0.9365079365079365,0.23490831,0.9333333333333333,0.9473684210526316
178.0,2.0,0.90625,0.9054187192118226,0.22549759,0.90625,0.9210526315789473
179.0,2.0,0.9375,0.9372549019607843,0.10713233,0.9372549019607843,0.9372549019607843
180.0,2.0,1.0,1.0,0.06883481,1.0,1.0
181.0,2.0,0.9375,0.9372549019607843,0.12094343,0.9375,0.9444444444444444
182.0,2.0,0.9375,0.9375,0.14752373,0.9375,0.9375
183.0,2.0,1.0,1.0,0.047027737,1.0,1.0
184.0,2.0,0.96875,0.9671794871794872,0.22323,0.9615384615384616,0.975
185.0,2.0,0.96875,0.9687194525904204,0.07058838,0.96875,0.9705882352941176
186.0,2.0,1.0,1.0,0.06960653,1.0,1.0
187.0,2.0,0.96875,0.9671794871794872,0.14488049,0.9615384615384616,0.975
188.0,2.0,0.9583333333333334,0.9576719576719577,0.08651113,0.9545454545454546,0.9642857142857143
189.0,3.0,1.0,1.0,0.053277966,1.0,1.0
190.0,3.0,0.9375,0.9365079365079365,0.18604611,0.9333333333333333,0.9473684210526316
191.0,3.0,0.96875,0.9684729064039409,0.093790054,0.9666666666666667,0.9722222222222222
192.0,3.0,0.96875,0.9684729064039409,0.09204799,0.9666666666666667,0.9722222222222222
193.0,3.0,1.0,1.0,0.105642736,1.0,1.0
194.0,3.0,0.96875,0.9687194525904204,0.14871562,0.9705882352941176,0.96875
195.0,3.0,0.9375,0.9365079365079365,0.15632217,0.9365079365079365,0.9365079365079365
196.0,3.0,0.96875,0.9671794871794872,0.07446928,0.975,0.9615384615384616
197.0,3.0,0.78125,0.7624602332979852,0.4691481,0.7579365079365079,0.8140096618357487
198.0,3.0,0.90625,0.893687707641196,0.211599,0.875,0.9347826086956521
199.0,3.0,1.0,1.0,0.028638247,1.0,1.0
200.0,3.0,1.0,1.0,0.036092576,1.0,1.0
201.0,3.0,0.96875,0.9684729064039409,0.06607116,0.9666666666666667,0.9722222222222222
202.0,3.0,0.96875,0.9687194525904204,0.115412705,0.9705882352941176,0.96875
203.0,3.0,0.96875,0.9687194525904204,0.06701025,0.9705882352941176,0.96875
204.0,3.0,0.90625,0.9015384615384615,0.23306116,0.8967611336032388,0.9083333333333333
205.0,3.0,0.9375,0.9372549019607843,0.071747966,0.9372549019607843,0.9372549019607843
206.0,3.0,0.9375,0.9372549019607843,0.206843,0.9375,0.9444444444444444
207.0,3.0,0.96875,0.9687194525904204,0.15650624,0.9705882352941176,0.96875
208.0,3.0,1.0,1.0,0.107691295,1.0,1.0
209.0,3.0,1.0,1.0,0.061231494,1.0,1.0
210.0,3.0,0.96875,0.967967967967968,0.06441471,0.9642857142857143,0.9736842105263157
211.0,3.0,0.96875,0.9625730994152046,0.12993495,0.95,0.9782608695652174
212.0,3.0,1.0,1.0,0.051800393,1.0,1.0
213.0,3.0,0.96875,0.9671794871794872,0.0815441,0.975,0.9615384615384616
214.0,3.0,0.9375,0.9372549019607843,0.17260069,0.9375,0.9444444444444444
215.0,3.0,0.96875,0.9684729064039409,0.18192858,0.9666666666666667,0.9722222222222222
216.0,3.0,0.84375,0.8435972629521016,0.48274827,0.8611111111111112,0.868421052631579
217.0,3.0,1.0,1.0,0.040762402,1.0,1.0
218.0,3.0,0.9375,0.9352226720647774,0.18567564,0.9352226720647774,0.9352226720647774
219.0,3.0,0.96875,0.9687194525904204,0.09434373,0.96875,0.9705882352941176
220.0,3.0,0.96875,0.9684729064039409,0.06676223,0.9666666666666667,0.9722222222222222
221.0,3.0,0.875,0.8704453441295547,0.3052783,0.8650793650793651,0.8833333333333333
222.0,3.0,0.9375,0.9372549019607843,0.28394294,0.9375,0.9444444444444444
223.0,3.0,0.9375,0.9365079365079365,0.16871788,0.9333333333333333,0.9473684210526316
224.0,3.0,0.9375,0.9352226720647774,0.11574248,0.9352226720647774,0.9352226720647774
225.0,3.0,0.84375,0.8228128460686601,0.43280667,0.8076923076923077,0.8958333333333333
226.0,3.0,0.96875,0.9671794871794872,0.14749171,0.9615384615384616,0.975
227.0,3.0,1.0,1.0,0.026946526,1.0,1.0
228.0,3.0,0.90625,0.906158357771261,0.2099033,0.9117647058823529,0.9166666666666667
229.0,3.0,0.96875,0.967967967967968,0.10344865,0.9642857142857143,0.9736842105263157
230.0,3.0,0.9375,0.9372549019607843,0.12378543,0.9372549019607843,0.9372549019607843
231.0,3.0,0.96875,0.9684729064039409,0.10532499,0.9666666666666667,0.9722222222222222
232.0,3.0,0.9375,0.9307359307359306,0.10410118,0.9166666666666667,0.9545454545454546
233.0,3.0,1.0,1.0,0.10119197,1.0,1.0
234.0,3.0,1.0,1.0,0.063190736,1.0,1.0
235.0,3.0,0.96875,0.9684729064039409,0.047357157,0.9666666666666667,0.9722222222222222
236.0,3.0,0.96875,0.9660657476139979,0.12608454,0.9583333333333333,0.9761904761904762
237.0,3.0,0.875,0.8745098039215686,0.17205146,0.8809523809523809,0.875
238.0,3.0,0.9375,0.9365079365079365,0.17359221,0.9473684210526316,0.9333333333333333
239.0,3.0,1.0,1.0,0.031570315,1.0,1.0
240.0,3.0,0.9375,0.9352226720647774,0.209628,0.9285714285714286,0.95
241.0,3.0,0.9375,0.9352226720647774,0.08326505,0.9285714285714286,0.95
242.0,3.0,0.9375,0.9333333333333333,0.124632016,0.9230769230769231,0.9523809523809523
243.0,3.0,0.96875,0.9687194525904204,0.08952372,0.9705882352941176,0.96875
244.0,3.0,0.9375,0.9365079365079365,0.14471896,0.9365079365079365,0.9365079365079365
245.0,3.0,0.96875,0.9684729064039409,0.088724166,0.9666666666666667,0.9722222222222222
246.0,3.0,0.96875,0.9684729064039409,0.10837751,0.9722222222222222,0.9666666666666667
247.0,3.0,0.9375,0.9352226720647774,0.1303526,0.95,0.9285714285714286
248.0,3.0,0.96875,0.967967967967968,0.06854588,0.9736842105263157,0.9642857142857143
249.0,3.0,0.90625,0.9039039039039038,0.28191537,0.9,0.925
250.0,3.0,0.96875,0.9687194525904204,0.10023054,0.9705882352941176,0.96875
251.0,3.0,0.96875,0.967967967967968,0.0544369,0.9736842105263157,0.9642857142857143
252.0,3.0,1.0,1.0,0.03418826,1.0,1.0
253.0,3.0,0.96875,0.967967967967968,0.10930114,0.9642857142857143,0.9736842105263157
254.0,3.0,0.90625,0.906158357771261,0.14834897,0.9166666666666667,0.9117647058823529
255.0,3.0,0.96875,0.9687194525904204,0.0640001,0.96875,0.9705882352941176
256.0,3.0,0.96875,0.9687194525904204,0.12333642,0.96875,0.9705882352941176
257.0,3.0,1.0,1.0,0.05177208,1.0,1.0
258.0,3.0,1.0,1.0,0.036397714,1.0,1.0
259.0,3.0,0.90625,0.9039039039039038,0.33915547,0.9,0.925
260.0,3.0,1.0,1.0,0.025253205,1.0,1.0
261.0,3.0,0.96875,0.9684729064039409,0.080801114,0.9722222222222222,0.9666666666666667
262.0,3.0,1.0,1.0,0.054770395,1.0,1.0
263.0,3.0,0.96875,0.9660657476139979,0.07053263,0.9583333333333333,0.9761904761904762
264.0,3.0,1.0,1.0,0.036723185,1.0,1.0
265.0,3.0,0.96875,0.9684729064039409,0.0832666,0.9666666666666667,0.9722222222222222
266.0,3.0,0.96875,0.9687194525904204,0.08304132,0.96875,0.9705882352941176
267.0,3.0,1.0,1.0,0.037261393,1.0,1.0
268.0,3.0,1.0,1.0,0.031756192,1.0,1.0
269.0,3.0,0.96875,0.9687194525904204,0.07489933,0.96875,0.9705882352941176
270.0,3.0,0.96875,0.9687194525904204,0.098489106,0.9705882352941176,0.96875
271.0,3.0,0.96875,0.9671794871794872,0.066324115,0.9615384615384616,0.975
272.0,3.0,0.9375,0.9352226720647774,0.14863212,0.9285714285714286,0.95
273.0,3.0,1.0,1.0,0.035456218,1.0,1.0
274.0,3.0,1.0,1.0,0.086410254,1.0,1.0
275.0,3.0,0.96875,0.967967967967968,0.07207857,0.9642857142857143,0.9736842105263157
276.0,3.0,0.9375,0.9333333333333333,0.10182198,0.9230769230769231,0.9523809523809523
277.0,3.0,0.96875,0.9687194525904204,0.044100095,0.96875,0.9705882352941176
278.0,3.0,0.96875,0.9684729064039409,0.1083073,0.9666666666666667,0.9722222222222222
279.0,3.0,1.0,1.0,0.04374443,1.0,1.0
280.0,3.0,0.9375,0.9307359307359306,0.19142708,0.9166666666666667,0.9545454545454546
281.0,3.0,0.96875,0.967967967967968,0.14416067,0.9642857142857143,0.9736842105263157
282.0,3.0,0.9583333333333334,0.9582608695652175,0.07038978,0.9583333333333333,0.9615384615384616
283.0,4.0,0.90625,0.8798498122653317,0.19241086,0.85,0.94
284.0,4.0,0.96875,0.967967967967968,0.1003577,0.9642857142857143,0.9736842105263157
285.0,4.0,1.0,1.0,0.041491397,1.0,1.0
286.0,4.0,1.0,1.0,0.04968596,1.0,1.0
287.0,4.0,1.0,1.0,0.051045217,1.0,1.0
288.0,4.0,1.0,1.0,0.02263428,1.0,1.0
289.0,4.0,1.0,1.0,0.05188441,1.0,1.0
290.0,4.0,0.9375,0.9372549019607843,0.10753555,0.9375,0.9444444444444444
291.0,4.0,0.96875,0.967967967967968,0.07401813,0.9642857142857143,0.9736842105263157
292.0,4.0,0.96875,0.9684729064039409,0.07317044,0.9666666666666667,0.9722222222222222
293.0,4.0,0.96875,0.9671794871794872,0.09465734,0.975,0.9615384615384616
294.0,4.0,0.9375,0.9372549019607843,0.12411775,0.9372549019607843,0.9372549019607843
295.0,4.0,0.96875,0.9684729064039409,0.11105367,0.9666666666666667,0.9722222222222222
296.0,4.0,0.96875,0.9687194525904204,0.10346538,0.96875,0.9705882352941176
297.0,4.0,1.0,1.0,0.026724359,1.0,1.0
298.0,4.0,1.0,1.0,0.042980094,1.0,1.0
299.0,4.0,1.0,1.0,0.04438028,1.0,1.0
300.0,4.0,0.96875,0.9625730994152046,0.16571434,0.95,0.9782608695652174
301.0,4.0,0.9375,0.9365079365079365,0.2077912,0.9333333333333333,0.9473684210526316
302.0,4.0,0.9375,0.9352226720647774,0.17318663,0.9285714285714286,0.95
303.0,4.0,0.9375,0.9333333333333333,0.1595982,0.9230769230769231,0.9523809523809523
304.0,4.0,1.0,1.0,0.062518,1.0,1.0
305.0,4.0,0.96875,0.9687194525904204,0.087268,0.9705882352941176,0.96875
306.0,4.0,0.9375,0.9375,0.15789878,0.9411764705882353,0.9411764705882353
307.0,4.0,0.9375,0.9372549019607843,0.20115072,0.9444444444444444,0.9375
308.0,4.0,0.90625,0.9054187192118226,0.26835507,0.903921568627451,0.9087301587301587
309.0,4.0,0.96875,0.9684729064039409,0.07209258,0.9722222222222222,0.9666666666666667
310.0,4.0,0.9375,0.9333333333333333,0.17399609,0.9523809523809523,0.9230769230769231
311.0,4.0,0.96875,0.9660657476139979,0.07285805,0.9583333333333333,0.9761904761904762
312.0,4.0,1.0,1.0,0.021289872,1.0,1.0
313.0,4.0,0.9375,0.9365079365079365,0.14724854,0.9333333333333333,0.9473684210526316
314.0,4.0,0.9375,0.9352226720647774,0.2542481,0.9285714285714286,0.95
315.0,4.0,0.84375,0.8398398398398398,0.18001845,0.84375,0.8809523809523809
316.0,4.0,1.0,1.0,0.10320626,1.0,1.0
317.0,4.0,1.0,1.0,0.09849858,1.0,1.0
318.0,4.0,0.96875,0.9684729064039409,0.10641464,0.9666666666666667,0.9722222222222222
319.0,4.0,0.90625,0.903903903903904,0.14625041,0.9007936507936507,0.9089068825910931
320.0,4.0,0.96875,0.9687194525904204,0.1664661,0.9705882352941176,0.96875
321.0,4.0,0.9375,0.9352226720647774,0.30367345,0.9285714285714286,0.95
322.0,4.0,0.96875,0.967967967967968,0.15540256,0.9642857142857143,0.9736842105263157
323.0,4.0,0.9375,0.9365079365079365,0.12660894,0.9473684210526316,0.9333333333333333
324.0,4.0,0.96875,0.9687194525904204,0.1443582,0.96875,0.9705882352941176
325.0,4.0,0.9375,0.9372549019607843,0.16842863,0.9375,0.9444444444444444
326.0,4.0,0.96875,0.9687194525904204,0.12512833,0.96875,0.9705882352941176
327.0,4.0,0.9375,0.9375,0.10854297,0.9375,0.9375
328.0,4.0,0.96875,0.9671794871794872,0.20241003,0.9615384615384616,0.975
329.0,4.0,1.0,1.0,0.014797209,1.0,1.0
330.0,4.0,0.96875,0.9684729064039409,0.08519385,0.9666666666666667,0.9722222222222222
331.0,4.0,0.96875,0.9684729064039409,0.12642604,0.9666666666666667,0.9722222222222222
332.0,4.0,0.90625,0.8981972428419935,0.26238316,0.8916666666666666,0.9069264069264069
333.0,4.0,0.96875,0.967967967967968,0.14508253,0.9642857142857143,0.9736842105263157
334.0,4.0,1.0,1.0,0.034017574,1.0,1.0
335.0,4.0,1.0,1.0,0.02319749,1.0,1.0
336.0,4.0,1.0,1.0,0.035029393,1.0,1.0
337.0,4.0,0.90625,0.9054187192118226,0.26033643,0.903921568627451,0.9087301587301587
338.0,4.0,0.9375,0.9372549019607843,0.08459035,0.9375,0.9444444444444444
339.0,4.0,0.9375,0.9307359307359306,0.11690359,0.9166666666666667,0.9545454545454546
340.0,4.0,0.9375,0.9372549019607843,0.16686773,0.9375,0.9444444444444444
341.0,4.0,0.9375,0.9333333333333333,0.14977409,0.9230769230769231,0.9523809523809523
342.0,4.0,0.96875,0.967967967967968,0.14575708,0.9642857142857143,0.9736842105263157
343.0,4.0,0.90625,0.8981972428419936,0.19923323,0.8846153846153846,0.9318181818181819
